City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,lazaro cardenas,17.9583,-102.2,25.47,61,100,3.38,MX,1701786624
362,kannapolis,35.4874,-80.6217,9.16,80,0,0.45,US,1701786624
363,touros,-5.1989,-35.4608,30.22,62,56,6.88,BR,1701786624
364,luau,-10.7073,22.2247,23.29,81,100,1.98,AO,1701786625
365,tabas,33.5959,56.9244,16.12,21,0,1.03,IR,1701786625
366,caqueza,4.4057,-73.9468,21.81,59,78,2.49,CO,1701786626
367,gebeit,21.0667,36.3167,28.06,37,22,5.1,SD,1701786626
368,stowmarket,52.1889,0.9977,6.82,82,75,4.63,GB,1701786627
369,sisimiut,66.9395,-53.6735,-9.64,82,20,4.8,GL,1701786627
370,minab,27.1467,57.0801,25.06,49,0,1.99,IR,1701786627
371,erdenet,49.0333,104.0833,-16.7,81,91,1.78,MN,1701786627
372,bir el ater,34.7449,8.0602,12.44,49,70,3.78,DZ,1701786628
373,xiaoweizhai,26.1903,107.5125,11.87,92,100,1.52,CN,1701786628
374,bengkulu,-3.8004,102.2655,25.17,92,99,2.0,ID,1701786414
375,nar'yan-mar,67.6713,53.087,-26.05,93,5,4.02,RU,1701786629
376,cozumel,20.5083,-86.9458,28.3,84,40,3.13,MX,1701786629
377,pavlodar,52.3,76.95,2.89,87,100,7.0,KZ,1701786629
378,angaur state,6.906,134.13,28.28,79,50,3.84,PW,1701786630
379,spinazzola,40.9671,16.0916,10.46,67,100,3.57,IT,1701786630
380,sao jose da coroa grande,-8.8978,-35.1478,29.71,58,37,4.49,BR,1701786631
381,arteche,12.2645,125.4048,25.96,89,86,2.75,PH,1701786632
382,gazojak,41.1875,61.4036,14.89,29,100,3.57,TM,1701786632
383,dem'yanovo,60.3511,47.0842,-13.17,93,100,1.89,RU,1701786633
384,eyl,7.9803,49.8164,26.57,59,64,10.98,SO,1701786634
385,diego de almagro,-26.3667,-70.05,25.41,18,0,3.94,CL,1701786636
386,vilyuchinsk,52.9306,158.4028,-1.85,82,21,4.67,RU,1701786636
387,nuuk,64.1835,-51.7216,-3.66,54,20,1.54,GL,1701786637
388,augusto correa,-1.0217,-46.635,32.02,57,90,3.25,BR,1701786639
389,katsuura,35.1333,140.3,11.6,81,100,1.77,JP,1701786640
390,luderitz,-26.6481,15.1594,22.57,56,0,12.92,NA,1701786641
391,ulaangom,49.9811,92.0667,-11.81,88,100,1.57,MN,1701786591
392,nadi,-17.8,177.4167,26.0,73,40,2.57,FJ,1701786642
393,borogontsy,62.6683,131.1683,-49.75,100,56,1.37,RU,1701786644
394,sitka,57.0531,-135.33,7.94,76,100,7.2,US,1701786437
395,zyryanskoye,56.8306,86.6258,-15.09,96,100,4.63,RU,1701786646
396,antofagasta,-23.65,-70.4,19.6,62,26,3.66,CL,1701786582
397,mugia,43.1041,-9.2179,11.76,64,100,4.63,ES,1701786646
398,dryden,49.7833,-92.7503,-3.84,86,100,1.54,CA,1701786647
399,lionel town,17.8101,-77.2406,27.94,62,8,2.87,JM,1701786647
400,pahrump,36.2083,-115.9839,10.17,50,0,0.78,US,1701786556
401,corner brook,48.9667,-57.9484,-0.91,93,100,0.39,CA,1701786647
402,griffith,41.5284,-87.4237,1.96,94,100,2.06,US,1701786647
403,kulhudhuffushi,6.6221,73.07,28.82,69,91,3.74,MV,1701786647
404,hastings,50.8552,0.5729,6.86,59,100,7.19,GB,1701786647
405,zhosaly,45.4878,64.0781,9.88,49,100,5.37,KZ,1701786648
406,bandarbeyla,9.4942,50.8122,25.8,71,47,10.98,SO,1701786648
407,umba,66.6871,34.3429,-7.5,94,100,1.05,RU,1701786648
408,kampung sungai ara,5.327,100.2735,25.95,94,40,2.06,MY,1701786648
409,la plata,-34.9215,-57.9545,21.01,69,72,6.19,AR,1701786560
410,santa marta de ortigueira,43.6833,-7.85,11.25,76,100,2.28,ES,1701786648
411,trevelin,-43.0858,-71.4639,17.71,51,20,2.14,AR,1701786649
412,tarfaya,27.9358,-12.9218,20.05,71,99,0.96,MA,1701786649
413,bonthe,7.5264,-12.505,31.16,60,3,4.68,SL,1701786649
414,greymouth,-42.4667,171.2,10.36,91,61,1.12,NZ,1701786649
415,kuqa,41.7278,82.9364,2.04,48,0,1.03,CN,1701786649
416,edd,13.9297,41.6925,28.65,55,1,8.63,ER,1701786650
417,palmer,42.1584,-72.3287,3.41,65,75,5.66,US,1701786650
418,thunder bay,48.4001,-89.3168,-0.01,100,100,1.03,CA,1701786650
419,mozirje,46.3394,14.9633,4.23,89,100,0.67,SI,1701786650
420,catemaco,18.4167,-95.1167,21.55,96,100,2.78,MX,1701786650
421,selfoss,63.9331,-20.9971,-3.86,76,52,4.35,IS,1701786650
422,valdovino,43.6094,-8.1115,10.73,72,100,2.43,ES,1701786651
423,ceeldheer,3.8488,47.1806,27.33,66,32,8.03,SO,1701786607
424,black river,18.0264,-77.8487,28.08,59,0,0.3,JM,1701786651
425,altamont,42.2068,-121.7372,5.43,99,0,0.89,US,1701786651
426,kununurra,-15.7667,128.7333,27.99,78,63,0.0,AU,1701786651
427,juan jose rios,25.75,-108.8333,10.97,38,2,1.05,MX,1701786652
428,dauphin,51.1494,-100.0502,-13.92,92,0,0.0,CA,1701786652
429,gunsan,35.9786,126.7114,3.94,100,20,2.57,KR,1701786652
430,shingu,33.7333,135.9833,11.1,90,100,3.1,JP,1701786652
431,san lawrenz,36.0553,14.204,17.7,64,37,9.77,MT,1701786652
432,yashan,22.1975,109.9419,20.18,79,85,1.05,CN,1701786653
433,thief river falls,48.1191,-96.1812,-6.04,93,100,0.0,US,1701786653
434,tuy hoa,13.0833,109.3,23.98,92,36,1.55,VN,1701786653
435,miquelon,47.0975,-56.3814,1.0,94,100,4.48,PM,1701786653
436,belmonte,-15.8631,-38.8828,29.72,59,37,3.79,BR,1701786653
437,alaghsas,17.0187,8.0168,31.94,10,0,6.69,NE,1701786653
438,castillos,-34.1667,-53.8333,21.05,57,12,6.72,UY,1701786654
439,cabo san lucas,22.8909,-109.9124,20.84,74,0,0.45,MX,1701786378
440,waingapu,-9.6567,120.2641,27.82,82,54,1.14,ID,1701786654
441,maun,-19.9833,23.4167,38.28,14,85,3.07,BW,1701786654
442,porto novo,6.4965,2.6036,31.9,61,6,4.96,BJ,1701786654
443,prince george,53.9166,-122.753,4.69,90,75,4.63,CA,1701786655
444,hinesville,31.8469,-81.5959,12.29,47,0,0.0,US,1701786564
445,tabou,4.423,-7.3528,28.62,72,14,2.88,CI,1701786655
446,olyokminsk,60.3736,120.4264,-40.55,97,50,1.48,RU,1701786655
447,fushun,41.8558,123.9233,-0.16,89,80,2.69,CN,1701786655
448,pandan,14.0453,124.1694,26.78,87,63,4.03,PH,1701786656
449,anatuya,-28.4606,-62.8347,17.67,95,100,2.02,AR,1701786656
450,kuala belait,4.5833,114.1833,26.09,89,100,2.29,BN,1701786656
451,karor,31.2274,70.9492,19.38,27,0,2.47,PK,1701786656
452,ndola,-12.9587,28.6366,29.75,44,72,2.68,ZM,1701786380
453,saldanha,-33.0117,17.9442,25.03,71,97,12.11,ZA,1701786506
454,kapoeta,4.7717,33.5903,34.26,25,84,4.61,SS,1701786656
455,sodra sandby,56.5667,16.6167,1.61,84,100,5.39,SE,1701786657
456,baranchinskiy,58.1617,59.6991,-18.27,97,100,3.42,RU,1701786657
457,sindirgi,39.2413,28.1784,11.19,90,2,1.64,TR,1701786657
458,rio rancho,35.2334,-106.6645,4.16,78,0,2.06,US,1701786479
459,banda aceh,5.5577,95.3222,26.44,86,100,1.73,ID,1701786657
460,alpine,32.835,-116.7664,17.04,42,5,3.73,US,1701786657
461,bakanas,44.8081,76.2772,7.2,71,97,3.26,KZ,1701786508
462,pimentel,-6.8367,-79.9342,21.16,78,75,7.2,PE,1701786657
463,dhing,26.4667,92.4667,20.65,74,71,1.16,IN,1701786657
464,lodeve,43.7167,3.3167,11.51,77,83,4.63,FR,1701786658
465,soderhamn,61.3037,17.0592,-11.13,94,27,1.45,SE,1701786658
466,sao joao da barra,-21.6403,-41.0511,30.05,78,87,4.75,BR,1701786658
467,polyarnyy,69.1989,33.4478,-8.71,83,100,5.1,RU,1701786392
468,namdrik,5.5994,168.1028,28.13,81,99,9.7,MH,1701786658
469,fereydunshahr,32.941,50.121,4.79,19,0,0.96,IR,1701786658
470,pingliang,35.5392,106.6861,3.19,35,47,6.13,CN,1701786659
471,butterworth,5.3991,100.3638,26.02,97,40,2.57,MY,1701786659
472,santa elena de uairen,4.6167,-61.1333,28.4,38,37,2.78,VE,1701786659
473,yerofey pavlovich,53.9667,121.9667,-12.37,95,100,1.58,RU,1701786659
474,nebraska city,40.6767,-95.8592,4.01,80,40,5.66,US,1701786604
475,gole,52.1665,20.4937,-1.15,75,96,3.72,PL,1701786659
476,san luis de la loma,17.2706,-100.8939,27.49,63,100,1.22,MX,1701786660
477,port shepstone,-30.7414,30.455,19.19,89,100,4.65,ZA,1701786500
478,cururupu,-1.8283,-44.8683,31.76,57,99,3.52,BR,1701786660
479,mokhsogollokh,61.4681,128.9203,-45.99,99,52,1.51,RU,1701786660
480,talsi,57.2456,22.5814,-9.57,98,53,1.54,LV,1701786660
481,myeik,12.4333,98.6,25.77,87,65,1.13,MM,1701786661
482,hinton,53.4001,-117.5857,-0.04,87,95,3.12,CA,1701786661
483,camayenne,9.535,-13.6878,32.05,66,20,4.12,GN,1701786661
484,akrehamn,59.2667,5.1833,0.79,80,0,4.12,NO,1701786661
485,san julian,21.0167,-102.1667,11.97,73,100,1.47,MX,1701786633
486,lufkin,31.3382,-94.7291,7.25,93,0,0.0,US,1701786662
487,amahai,-3.3333,128.9167,27.14,80,95,1.55,ID,1701786662
488,maracacume,-2.0428,-45.9592,33.6,47,53,3.47,BR,1701786662
489,papao,-17.75,-149.55,25.82,82,100,7.94,PF,1701786663
490,sena madureira,-9.0656,-68.6569,31.22,53,94,0.75,BR,1701786663
491,zaragoza,41.6561,-0.8773,12.79,46,20,6.17,ES,1701786663
492,laplace,30.0666,-90.4801,13.32,88,0,0.0,US,1701786663
493,al kharijah,25.4514,30.5464,24.0,16,0,5.29,EG,1701786663
494,merizo village,13.2658,144.6691,26.32,90,6,7.5,GU,1701786664
495,toliara,-23.35,43.6667,26.01,69,87,3.12,MG,1701786664
496,punta alta,-38.8759,-62.0736,22.82,36,87,4.45,AR,1701786664
497,tambau,-21.705,-47.2744,28.37,41,89,1.35,BR,1701786469
498,wewak,-3.5534,143.6268,26.13,88,100,2.51,PG,1701786665
499,egilsstadir,65.2653,-14.3948,-15.05,92,75,1.03,IS,1701786665
500,erenhot,43.6475,111.9767,-7.55,49,3,9.41,CN,1701786665
501,kongsberg,59.6652,9.6465,-9.89,95,15,0.97,NO,1701786666
502,safi,32.1667,-8.8333,18.7,63,100,12.22,MA,1701786666
503,magistral'nyy,56.1725,107.4458,-23.13,90,100,1.86,RU,1701786666
504,ende,-8.8432,121.6623,26.69,88,58,0.37,ID,1701786666
505,nogliki,51.8333,143.1667,-9.81,96,90,1.79,RU,1701786666
506,kirando,-7.4167,30.6,23.6,78,96,1.23,TZ,1701786667
507,banes,20.9625,-75.7186,27.01,77,43,3.74,CU,1701786667
508,amursk,50.2261,136.8994,-12.38,93,100,3.65,RU,1701786667
509,okha,53.5739,142.9478,-8.03,90,100,6.97,RU,1701786668
510,necochea,-38.5473,-58.7368,23.44,30,6,4.72,AR,1701786668
511,salekhard,66.53,66.6019,-35.86,100,38,2.12,RU,1701786668
512,carolina beach,34.0352,-77.8936,13.36,59,6,3.87,US,1701786668
513,caister-on-sea,52.6481,1.7265,7.25,67,100,8.84,GB,1701786669
514,luza,60.6308,47.2512,-13.9,96,100,1.71,RU,1701786669
515,sorong,-0.8833,131.25,26.82,82,90,1.27,ID,1701786670
516,ponta delgada,37.7333,-25.6667,19.4,77,75,7.2,PT,1701786670
517,mili,6.0815,171.735,28.06,79,86,9.87,MH,1701786670
518,sarmiento,-45.5882,-69.07,21.19,32,79,4.26,AR,1701786671
519,hasaki,35.7333,140.8333,7.94,76,100,0.76,JP,1701786671
520,guerrero negro,27.9769,-114.0611,17.14,60,67,2.57,MX,1701786559
521,sao raimundo nonato,-9.0153,-42.6994,33.9,37,69,4.36,BR,1701786671
522,wynyard,-41.0,145.7167,12.5,74,84,5.19,AU,1701786671
523,krzyz wielkopolski,52.881,16.0112,-2.03,83,100,4.84,PL,1701786671
524,al bawiti,28.3492,28.8659,19.6,39,0,3.97,EG,1701786672
525,ballina,-28.8667,153.5667,19.88,89,4,1.65,AU,1701786672
526,alesund,62.4723,6.1549,-0.69,72,0,4.63,NO,1701786673
527,murzuq,25.9155,13.9184,20.4,30,10,1.47,LY,1701786673
528,barah,13.7,30.3667,30.16,12,68,4.62,SD,1701786673
529,port blair,11.6667,92.75,28.02,83,40,0.51,IN,1701786674
530,parabel',58.6978,81.4825,-20.61,98,100,4.47,RU,1701786674
531,belyy yar,53.6039,91.3903,-7.06,86,100,2.0,RU,1701786675
532,bilmak,47.3624,36.6511,-1.62,61,100,2.2,UA,1701786675
533,alupka,44.4167,34.05,6.92,80,19,6.73,UA,1701786675
534,mandalgovi,45.7625,106.2708,-10.0,42,0,5.61,MN,1701786617
535,lata,40.1629,-8.3327,10.04,74,100,1.8,PT,1701786676
536,maragogi,-9.0122,-35.2225,29.77,57,48,4.88,BR,1701786679
537,jaru,-10.4389,-62.4664,31.36,52,91,1.93,BR,1701786679
538,sandnessjoen,66.0217,12.6316,-0.88,93,75,4.63,NO,1701786681
539,chinsali,-10.5414,32.0816,23.76,63,97,1.46,ZM,1701786682
540,djamaa,33.5339,5.9931,18.86,32,100,2.05,DZ,1701786682
541,namibe,-15.1961,12.1522,29.35,74,75,5.14,AO,1701786683
542,mitsamiouli,-11.3847,43.2844,28.35,72,100,0.84,KM,1701786684
543,harpanahalli,14.8,75.9833,25.72,58,99,3.96,IN,1701786684
544,bonawon,9.134,122.9193,26.72,83,81,0.86,PH,1701786684
545,taoudenni,22.6783,-3.9836,28.02,9,88,3.29,ML,1701786684
546,retreat,38.8245,-85.8533,4.14,99,95,1.34,US,1701786685
547,dingzhou,38.5131,114.9956,3.06,31,80,2.79,CN,1701786685
548,puerto baquerizo moreno,-0.9,-89.6,24.55,88,75,7.2,EC,1701786685
549,oranjemund,-28.55,16.4333,19.66,69,1,10.64,NA,1701786686
550,pemangkat,1.1667,108.9667,25.47,91,100,2.37,ID,1701786687
551,namtsy,62.7161,129.6658,-46.54,99,48,1.97,RU,1701786690
552,lethem,3.3803,-59.7968,33.64,42,94,5.55,GY,1701786690
553,san justo,-30.7891,-60.5919,21.66,74,93,3.58,AR,1701786648
554,gorontalo,0.5412,123.0595,24.88,94,49,1.36,ID,1701786691
555,paka,4.6374,103.4368,25.96,94,97,0.51,MY,1701786691
556,craon,47.8469,-0.9493,9.32,71,10,6.37,FR,1701786692
557,emerald,-23.5333,148.1667,24.08,71,9,6.8,AU,1701786480
558,reggane,26.7158,0.1714,24.31,15,61,1.67,DZ,1701786692
559,am timan,11.0297,20.2827,35.04,14,76,1.14,TD,1701786693
560,tchintabaraden,15.8969,5.7985,33.08,9,42,5.04,NE,1701786693
561,freetown,8.484,-13.2299,28.84,70,75,5.66,SL,1701786694
562,micheweni,-4.9667,39.8333,28.15,74,12,3.56,TZ,1701786694
563,sweetwater,25.7634,-80.3731,25.57,66,40,3.6,US,1701786694
564,nemuro,43.3236,145.575,6.31,86,45,4.76,JP,1701786694
565,port-vila,-17.7338,168.3219,24.78,88,100,2.06,VU,1701786695
566,muromtsevo,56.3724,75.2418,-13.36,98,100,1.56,RU,1701786695
567,la peca,-5.6111,-78.435,26.35,67,72,2.05,PE,1701786695
568,axim,4.8699,-2.2405,29.02,70,23,4.23,GH,1701786695
569,kristiansund,63.1115,7.732,-1.64,69,75,2.06,NO,1701786696
570,dinga,32.6398,73.722,16.85,28,0,2.62,PK,1701786696
571,chernyshevskiy,63.0128,112.4714,-47.37,100,55,0.85,RU,1701786696
